OrderID,CustomerID,ProductID,OrderDate,Quantity,UnitPrice,TotalAmount
ORD_000049,CUST_0268,PROD_0096,2022-08-06,1,79.07,79.07
ORD_000050,CUST_0460,PROD_0043,2024-10-05,2,253.55,507.1
ORD_000051,CUST_0421,PROD_0184,2024-04-18,1,534.5,534.5
ORD_000052,CUST_0131,PROD_0157,2023-02-06,2,169.97,339.94
ORD_000053,CUST_0062,PROD_0101,2023-03-18,4,81.95,327.8
ORD_000054,CUST_0423,PROD_0049,2023-11-24,1,267.78,267.78
ORD_000055,CUST_0024,PROD_0163,2022-09-10,4,97.58,390.32
ORD_000056,CUST_0235,PROD_0169,2024-10-29,2,471.43,942.86
ORD_000057,CUST_0494,PROD_0128,2022-01-09,5,129.63,648.15
ORD_000058,CUST_0377,PROD_0013,2024-06-05,5,85.88,429.4
ORD_000059,CUST_0248,PROD_0131,2022-12-29,6,269.05,1614.3
ORD_000060,CUST_0418,PROD_0033,2022-08-01,4,112.99,451.96
ORD_000061,CUST_0337,PROD_0154,2023-10-22,5,284.18,1420.9
ORD_000062,CUST_0452,PROD_0099,2024-05-07,5,399.69,1998.45
ORD_000063,CUST_0469,PROD_0178,2023-05-24,3,174.45,523.35
ORD_000064,CUST_0204,PROD_0088,2023-08-26,4,31.25,125.0
ORD_000065,CUST_0413,PROD_0035,2022-10-10,4,327.3,1309.2
ORD_000066,CUST_0309,PROD_0180,2024-11-15,5,18.45,92.25
ORD_000067,CUST_0281,PROD_0081,2023-03-22,2,354.41,708.82
ORD_000068,CUST_0108,PROD_0160,2023-08-19,3,305.41,916.23
ORD_000069,CUST_0472,PROD_0173,2022-09-29,2,181.72,363.44
ORD_000070,CUST_0258,PROD_0139,2023-10-23,1,288.53,288.53
ORD_000071,CUST_0390,PROD_0091,2024-09-10,5,296.27,1481.35
ORD_000072,CUST_0293,PROD_0171,2024-05-04,5,535.43,2677.15
ORD_000073,CUST_0147,PROD_0109,2022-01-27,5,284.32,1421.6
ORD_000074,CUST_0055,PROD_0007,2024-02-20,2,426.65,853.3
ORD_000075,CUST_0028,PROD_0172,2022-04-26,2,196.82,393.64
ORD_000076,CUST_0137,PROD_0193,2022-11-26,4,191.24,764.96
ORD_000077,CUST_0075,PROD_0016,2023-08-28,2,226.3,452.6
ORD_000078,CUST_0386,PROD_0139,2022-03-08,3,288.53,865.59
ORD_000079,CUST_0417,PROD_0116,2022-07-29,5,401.54,2007.7
ORD_000080,CUST_0445,PROD_0173,2023-04-05,5,181.72,908.6
ORD_000081,CUST_0200,PROD_0061,2024-11-12,4,379.34,1517.36
ORD_000082,CUST_0025,PROD_0098,2024-03-04,4,246.9,987.6
ORD_000083,CUST_0490,PROD_0176,2023-10-03,5,215.1,1075.5
ORD_000084,CUST_0028,PROD_0004,2023-05-30,2,93.45,186.9
ORD_000085,CUST_0318,PROD_0200,2024-06-26,2,74.45,148.9
ORD_000086,CUST_0467,PROD_0163,2024-01-24,5,97.58,487.9
ORD_000087,CUST_0280,PROD_0190,2023-02-07,2,120.46,240.92
ORD_000088,CUST_0151,PROD_0115,2022-12-30,1,59.75,59.75
ORD_000089,CUST_0089,PROD_0189,2024-11-18,1,225.11,225.11
ORD_000090,CUST_0220,PROD_0072,2023-06-26,2,278.99,557.98
ORD_000091,CUST_0083,PROD_0150,2023-06-07,1,121.02,121.02
ORD_000092,CUST_0170,PROD_0120,2022-11-14,1,374.53,374.53
ORD_000093,CUST_0166,PROD_0153,2022-04-15,5,408.84,2044.2
ORD_000094,CUST_0432,PROD_0170,2023-09-09,4,251.97,1007.88
ORD_000095,CUST_0405,PROD_0147,2024-01-04,1,21.02,21.02
ORD_000096,CUST_0402,PROD_0182,2023-10-13,5,296.63,1483.15
ORD_000097,CUST_0113,PROD_0048,2024-12-02,1,79.12,79.12
ORD_000098,CUST_0082,PROD_0107,2024-04-06,1,79.38,79.38
ORD_000099,CUST_0179,PROD_0057,2023-03-13,3,234.35,703.05
ORD_000100,CUST_0170,PROD_0093,2023-08-25,2,118.47,236.94
ORD_000101,CUST_0487,PROD_0193,2024-12-22,7,191.24,1338.68
ORD_000102,CUST_0422,PROD_0193,2022-01-19,1,191.24,191.24
ORD_000103,CUST_0343,PROD_0089,2024-07-01,2,469.65,939.3
ORD_000104,CUST_0464,PROD_0165,2023-05-15,1,402.98,402.98
ORD_000105,CUST_0350,PROD_0083,2024-02-21,1,229.72,229.72
ORD_000106,CUST_0198,PROD_0066,2023-08-03,1,310.35,310.35
ORD_000107,CUST_0467,PROD_0133,2024-02-07,5,411.01,2055.05
ORD_000108,CUST_0412,PROD_0131,2024-07-01,4,269.05,1076.2
ORD_000109,CUST_0023,PROD_0076,2023-01-30,3,385.95,1157.85
ORD_000110,CUST_0264,PROD_0022,2022-07-16,2,213.0,426.0
ORD_000111,CUST_0498,PROD_0198,2024-12-28,1,315.86,315.86
ORD_000112,CUST_0108,PROD_0172,2023-03-13,4,196.82,787.28
ORD_000113,CUST_0428,PROD_0027,2023-02-26,5,409.16,2045.8
ORD_000114,CUST_0425,PROD_0180,2024-06-10,1,18.45,18.45
ORD_000115,CUST_0383,PROD_0176,2022-11-11,1,215.1,215.1
ORD_000116,CUST_0170,PROD_0010,2022-06-29,1,84.64,84.64
ORD_000117,CUST_0028,PROD_0046,2023-05-31,5,64.07,320.35
ORD_000118,CUST_0037,PROD_0148,2023-04-12,3,166.46,499.38
ORD_000119,CUST_0209,PROD_0100,2024-07-12,4,19.2,76.8
ORD_000120,CUST_0222,PROD_0081,2022-02-04,4,354.41,1417.64
ORD_000121,CUST_0345,PROD_0031,2024-12-31,1,220.99,220.99
ORD_000122,CUST_0317,PROD_0017,2022-04-04,1,359.59,359.59
ORD_000123,CUST_0184,PROD_0129,2022-08-06,3,177.5,532.5
ORD_000124,CUST_0403,PROD_0176,2023-09-10,5,215.1,1075.5
ORD_000125,CUST_0045,PROD_0073,2024-06-15,4,50.39,201.56
ORD_000126,CUST_0203,PROD_0170,2022-03-05,4,251.97,1007.88
ORD_000127,CUST_0081,PROD_0137,2023-03-27,2,237.04,474.08
ORD_000128,CUST_0383,PROD_0101,2023-08-28,2,81.95,163.9
ORD_000129,CUST_0153,PROD_0174,2024-02-04,1,47.31,47.31
ORD_000130,CUST_0284,PROD_0143,2022-10-17,1,426.01,426.01
ORD_000131,CUST_0022,PROD_0002,2024-03-18,5,292.23,1461.15
ORD_000132,CUST_0281,PROD_0022,2023-09-17,2,213.0,426.0
ORD_000133,CUST_0384,PROD_0190,2023-12-06,2,120.46,240.92
ORD_000134,CUST_0331,PROD_0132,2022-10-19,2,46.11,92.22
ORD_000135,CUST_0095,PROD_0057,2023-06-02,2,234.35,468.7
ORD_000136,CUST_0059,PROD_0047,2022-04-22,5,568.38,2841.9
ORD_000137,CUST_0237,PROD_0166,2022-05-30,3,105.85,317.55
ORD_000138,CUST_0344,PROD_0018,2023-05-29,1,148.94,148.94
ORD_000139,CUST_0102,PROD_0186,2024-09-24,3,258.0,774.0
ORD_000140,CUST_0183,PROD_0033,2023-04-26,1,112.99,112.99
ORD_000141,CUST_0146,PROD_0159,2022-05-23,2,146.86,293.72
ORD_000142,CUST_0163,PROD_0125,2024-07-11,3,297.31,891.93
ORD_000143,CUST_0316,PROD_0169,2023-09-19,5,471.43,2357.15
ORD_000144,CUST_0079,PROD_0145,2024-01-17,3,97.74,293.22
ORD_000145,CUST_0491,PROD_0110,2022-12-12,1,265.49,265.49
ORD_000146,CUST_0403,PROD_0057,2024-06-12,3,234.35,703.05
ORD_000147,CUST_0431,PROD_0093,2022-10-03,3,118.47,355.41
ORD_000148,CUST_0450,PROD_0123,2024-08-05,4,471.43,1885.72
ORD_000149,CUST_0184,PROD_0199,2023-09-18,4,206.95,827.8
ORD_000150,CUST_0283,PROD_0028,2022-12-26,6,59.6,357.6
ORD_000151,CUST_0144,PROD_0036,2023-02-07,3,86.72,260.16
ORD_000152,CUST_0376,PROD_0161,2022-06-06,1,183.29,183.29
ORD_000153,CUST_0457,PROD_0005,2024-11-04,1,50.92,50.92
ORD_000154,CUST_0297,PROD_0104,2023-03-12,1,358.17,358.17
ORD_000155,CUST_0283,PROD_0067,2024-08-24,2,74.89,149.78
ORD_000156,CUST_0188,PROD_0101,2023-04-03,5,81.95,409.75
ORD_000157,CUST_0376,PROD_0075,2022-10-02,4,292.77,1171.08
ORD_000158,CUST_0257,PROD_0131,2022-07-05,4,269.05,1076.2
ORD_000159,CUST_0187,PROD_0129,2022-01-22,2,177.5,355.0
ORD_000160,CUST_0435,PROD_0158,2022-12-06,6,89.74,538.44
ORD_000161,CUST_0082,PROD_0046,2022-10-27,4,64.07,256.28
ORD_000162,CUST_0481,PROD_0092,2022-03-24,2,126.88,253.76
ORD_000163,CUST_0390,PROD_0125,2023-04-20,1,297.31,297.31
ORD_000164,CUST_0136,PROD_0095,2023-04-25,1,553.24,553.24
ORD_000165,CUST_0343,PROD_0053,2024-11-26,4,118.99,475.96
ORD_000166,CUST_0470,PROD_0117,2022-04-06,1,279.62,279.62
ORD_000167,CUST_0333,PROD_0083,2022-07-31,5,229.72,1148.6
ORD_000168,CUST_0325,PROD_0071,2023-06-24,5,139.03,695.15
ORD_000169,CUST_0279,PROD_0146,2022-12-23,6,119.37,716.22
ORD_000170,CUST_0188,PROD_0151,2022-06-09,5,204.19,1020.95
ORD_000171,CUST_0129,PROD_0097,2023-04-02,5,182.48,912.4
ORD_000172,CUST_0208,PROD_0091,2023-12-08,6,296.27,1777.62
ORD_000173,CUST_0455,PROD_0155,2022-01-14,5,143.93,719.65
ORD_000174,CUST_0452,PROD_0036,2024-06-19,2,86.72,173.44
ORD_000175,CUST_0118,PROD_0020,2024-11-19,3,174.09,522.27
ORD_000176,CUST_0096,PROD_0041,2024-01-12,5,204.61,1023.05
ORD_000177,CUST_0368,PROD_0031,2023-04-17,4,220.99,883.96
ORD_000178,CUST_0416,PROD_0085,2022-08-21,4,54.99,219.96
ORD_000179,CUST_0346,PROD_0123,2024-09-08,2,471.43,942.86
ORD_000180,CUST_0303,PROD_0042,2024-04-21,1,235.86,235.86
ORD_000181,CUST_0125,PROD_0012,2022-09-19,5,112.4,562.0
ORD_000182,CUST_0304,PROD_0042,2022-10-03,5,235.86,1179.3
ORD_000183,CUST_0021,PROD_0147,2022-10-28,1,21.02,21.02
ORD_000184,CUST_0086,PROD_0067,2023-01-04,5,74.89,374.45
ORD_000185,CUST_0491,PROD_0104,2022-02-08,3,358.17,1074.51
ORD_000186,CUST_0485,PROD_0022,2023-03-20,4,213.0,852.0
ORD_000187,CUST_0311,PROD_0121,2024-09-13,2,47.8,95.6
ORD_000188,CUST_0113,PROD_0106,2022-10-20,5,23.06,115.3
ORD_000189,CUST_0421,PROD_0197,2023-01-08,5,160.7,803.5
ORD_000190,CUST_0338,PROD_0131,2023-06-26,2,269.05,538.1
ORD_000191,CUST_0371,PROD_0176,2023-12-03,6,215.1,1290.6
ORD_000192,CUST_0036,PROD_0059,2024-02-14,4,94.69,378.76
ORD_000193,CUST_0068,PROD_0028,2022-02-03,2,59.6,119.2
ORD_000194,CUST_0268,PROD_0130,2024-05-09,2,160.38,320.76
ORD_000195,CUST_0311,PROD_0025,2022-12-30,6,174.34,1046.04
ORD_000196,CUST_0308,PROD_0010,2024-12-24,8,84.64,677.12
ORD_000197,CUST_0048,PROD_0124,2022-09-24,5,134.87,674.35
ORD_000198,CUST_0277,PROD_0001,2024-06-02,5,28.84,144.2
ORD_000199,CUST_0216,PROD_0095,2022-03-30,5,553.24,2766.2
ORD_000200,CUST_0220,PROD_0059,2024-09-14,4,94.69,378.76
ORD_000201,CUST_0180,PROD_0151,2022-07-20,4,204.19,816.76
ORD_000202,CUST_0069,PROD_0066,2024-09-04,2,310.35,620.7
ORD_000203,CUST_0466,PROD_0022,2023-08-04,5,213.0,1065.0
ORD_000204,CUST_0449,PROD_0140,2024-04-16,3,313.64,940.92
ORD_000205,CUST_0097,PROD_0002,2022-01-15,5,292.23,1461.15
ORD_000206,CUST_0268,PROD_0031,2024-11-30,1,220.99,220.99
ORD_000207,CUST_0106,PROD_0177,2023-10-09,4,360.73,1442.92
ORD_000208,CUST_0186,PROD_0028,2022-11-13,6,59.6,357.6
ORD_000209,CUST_0130,PROD_0067,2024-05-17,5,74.89,374.45
ORD_000210,CUST_0188,PROD_0157,2023-07-19,4,169.97,679.88
ORD_000211,CUST_0387,PROD_0053,2024-04-26,5,118.99,594.95
ORD_000212,CUST_0402,PROD_0143,2024-09-15,2,426.01,852.02
ORD_000213,CUST_0190,PROD_0144,2024-09-17,3,211.4,634.2
ORD_000214,CUST_0158,PROD_0148,2023-12-07,6,166.46,998.76
ORD_000215,CUST_0438,PROD_0169,2022-09-01,2,471.43,942.86
ORD_000216,CUST_0229,PROD_0180,2022-11-28,1,18.45,18.45
ORD_000217,CUST_0206,PROD_0087,2022-04-17,2,69.28,138.56
ORD_000218,CUST_0200,PROD_0163,2022-01-11,1,97.58,97.58
ORD_000219,CUST_0422,PROD_0038,2024-08-23,5,116.72,583.6
ORD_000220,CUST_0223,PROD_0023,2022-05-12,3,137.0,411.0
ORD_000221,CUST_0114,PROD_0095,2022-06-13,5,553.24,2766.2
ORD_000222,CUST_0020,PROD_0186,2024-02-27,4,258.0,1032.0
ORD_000223,CUST_0315,PROD_0168,2024-12-03,4,439.08,1756.32
ORD_000224,CUST_0306,PROD_0015,2022-12-25,5,326.68,1633.4
ORD_000225,CUST_0104,PROD_0169,2024-11-27,3,471.43,1414.29
ORD_000226,CUST_0402,PROD_0154,2024-11-11,8,284.18,2273.44
ORD_000227,CUST_0315,PROD_0044,2022-03-15,3,98.96,296.88
ORD_000228,CUST_0123,PROD_0168,2022-01-01,2,439.08,878.16
ORD_000229,CUST_0045,PROD_0071,2024-03-29,3,139.03,417.09
ORD_000230,CUST_0343,PROD_0102,2024-04-10,5,182.36,911.8
ORD_000231,CUST_0103,PROD_0133,2022-02-01,1,411.01,411.01
ORD_000232,CUST_0471,PROD_0024,2023-08-06,5,161.69,808.45
ORD_000233,CUST_0469,PROD_0150,2023-12-14,5,121.02,605.1
ORD_000234,CUST_0142,PROD_0058,2023-02-03,4,409.91,1639.64
ORD_000235,CUST_0477,PROD_0104,2022-01-10,3,358.17,1074.51
ORD_000236,CUST_0090,PROD_0105,2024-11-02,1,54.51,54.51
ORD_000237,CUST_0258,PROD_0076,2023-11-28,1,385.95,385.95
ORD_000238,CUST_0490,PROD_0066,2023-05-28,4,310.35,1241.4
ORD_000239,CUST_0495,PROD_0097,2024-09-17,2,182.48,364.96
ORD_000240,CUST_0388,PROD_0087,2024-07-28,4,69.28,277.12
ORD_000241,CUST_0460,PROD_0151,2022-02-26,4,204.19,816.76
ORD_000242,CUST_0060,PROD_0067,2022-05-19,4,74.89,299.56
ORD_000243,CUST_0325,PROD_0057,2023-04-16,3,234.35,703.05
ORD_000244,CUST_0212,PROD_0091,2024-11-23,6,296.27,1777.62
ORD_000245,CUST_0427,PROD_0068,2023-05-24,3,36.76,110.28
ORD_000246,CUST_0048,PROD_0103,2023-12-02,1,325.29,325.29
ORD_000247,CUST_0092,PROD_0122,2023-10-05,3,312.53,937.59
ORD_000248,CUST_0112,PROD_0147,2023-07-06,2,21.02,42.04
ORD_000249,CUST_0485,PROD_0192,2023-01-25,4,183.57,734.28
ORD_000250,CUST_0378,PROD_0052,2023-04-26,2,178.7,357.4
ORD_000251,CUST_0447,PROD_0068,2023-02-28,2,36.76,73.52
ORD_000252,CUST_0104,PROD_0064,2023-12-31,3,311.36,934.08
ORD_000253,CUST_0062,PROD_0021,2024-10-05,5,110.25,551.25
ORD_000254,CUST_0004,PROD_0196,2022-03-28,4,234.11,936.44
ORD_000255,CUST_0191,PROD_0159,2023-10-08,4,146.86,587.44
ORD_000256,CUST_0460,PROD_0148,2023-07-17,4,166.46,665.84
ORD_000257,CUST_0094,PROD_0196,2024-11-12,4,234.11,936.44
ORD_000258,CUST_0385,PROD_0148,2022-09-20,1,166.46,166.46
ORD_000259,CUST_0270,PROD_0109,2024-09-06,5,284.32,1421.6
ORD_000260,CUST_0017,PROD_0129,2023-12-13,6,177.5,1065.0
ORD_000261,CUST_0398,PROD_0045,2024-07-25,1,229.33,229.33
ORD_000262,CUST_0358,PROD_0133,2024-07-31,3,411.01,1233.03
ORD_000263,CUST_0353,PROD_0003,2022-01-25,2,206.06,412.12
ORD_000264,CUST_0195,PROD_0149,2022-07-26,3,228.02,684.06
ORD_000265,CUST_0186,PROD_0157,2023-06-16,2,169.97,339.94
ORD_000266,CUST_0281,PROD_0068,2023-05-01,3,36.76,110.28
ORD_000267,CUST_0242,PROD_0157,2023-12-04,3,169.97,509.91
ORD_000268,CUST_0218,PROD_0054,2024-05-08,3,356.32,1068.96
ORD_000269,CUST_0187,PROD_0103,2023-07-27,4,325.29,1301.16
ORD_000270,CUST_0093,PROD_0147,2022-09-26,5,21.02,105.1
ORD_000271,CUST_0352,PROD_0059,2022-07-24,3,94.69,284.07
ORD_000272,CUST_0412,PROD_0061,2024-06-04,4,379.34,1517.36
ORD_000273,CUST_0101,PROD_0038,2022-11-03,6,116.72,700.32
ORD_000274,CUST_0091,PROD_0108,2024-10-20,2,559.38,1118.76
ORD_000275,CUST_0458,PROD_0162,2024-11-24,8,290.06,2320.48
ORD_000276,CUST_0403,PROD_0125,2023-09-07,3,297.31,891.93
ORD_000277,CUST_0288,PROD_0146,2022-04-08,4,119.37,477.48
ORD_000278,CUST_0051,PROD_0177,2022-12-01,1,360.73,360.73
ORD_000279,CUST_0131,PROD_0122,2022-07-17,4,312.53,1250.12
ORD_000280,CUST_0382,PROD_0086,2023-06-17,3,110.75,332.25
ORD_000281,CUST_0185,PROD_0144,2023-06-12,3,211.4,634.2
ORD_000282,CUST_0011,PROD_0106,2022-09-06,3,23.06,69.18
ORD_000283,CUST_0445,PROD_0174,2023-02-12,5,47.31,236.55
ORD_000284,CUST_0295,PROD_0167,2022-12-24,4,186.8,747.2
ORD_000285,CUST_0345,PROD_0131,2024-09-25,4,269.05,1076.2
ORD_000286,CUST_0456,PROD_0021,2024-02-20,5,110.25,551.25
ORD_000287,CUST_0147,PROD_0119,2022-10-24,2,158.52,317.04
ORD_000288,CUST_0328,PROD_0087,2024-05-13,5,69.28,346.4
ORD_000289,CUST_0293,PROD_0104,2022-05-27,1,358.17,358.17
ORD_000290,CUST_0083,PROD_0088,2023-04-13,3,31.25,93.75
ORD_000291,CUST_0163,PROD_0168,2023-08-20,3,439.08,1317.24
ORD_000292,CUST_0310,PROD_0166,2024-03-20,3,105.85,317.55
ORD_000293,CUST_0455,PROD_0114,2024-01-14,5,14.55,72.75
ORD_000294,CUST_0267,PROD_0116,2024-04-27,2,401.54,803.08
ORD_000295,CUST_0095,PROD_0006,2022-09-14,2,234.09,468.18
ORD_000296,CUST_0339,PROD_0065,2022-06-13,2,200.97,401.94
ORD_000297,CUST_0086,PROD_0102,2022-07-30,1,182.36,182.36
ORD_000298,CUST_0033,PROD_0122,2022-04-21,1,312.53,312.53
ORD_000299,CUST_0395,PROD_0102,2024-12-09,1,182.36,182.36
ORD_000300,CUST_0317,PROD_0040,2022-06-22,4,53.4,213.6
ORD_000301,CUST_0159,PROD_0059,2023-05-22,3,94.69,284.07
ORD_000302,CUST_0227,PROD_0161,2022-09-16,2,183.29,366.58
ORD_000303,CUST_0270,PROD_0044,2022-02-28,1,98.96,98.96
ORD_000304,CUST_0340,PROD_0092,2023-10-29,4,126.88,507.52
ORD_000305,CUST_0240,PROD_0139,2023-07-12,5,288.53,1442.65
ORD_000306,CUST_0228,PROD_0035,2022-12-29,7,327.3,2291.1
ORD_000307,CUST_0324,PROD_0192,2024-06-09,5,183.57,917.85
ORD_000308,CUST_0328,PROD_0164,2024-12-29,5,154.06,770.3
ORD_000309,CUST_0247,PROD_0139,2023-04-11,1,288.53,288.53
ORD_000310,CUST_0227,PROD_0079,2024-01-20,4,269.23,1076.92
ORD_000311,CUST_0134,PROD_0040,2023-09-14,1,53.4,53.4
ORD_000312,CUST_0001,PROD_0134,2022-10-07,3,492.74,1478.22
ORD_000313,CUST_0147,PROD_0121,2024-12-31,1,47.8,47.8
ORD_000314,CUST_0252,PROD_0194,2024-09-04,3,158.03,474.09
ORD_000315,CUST_0005,PROD_0197,2024-05-31,3,160.7,482.1
ORD_000316,CUST_0306,PROD_0060,2022-01-15,5,231.33,1156.65
ORD_000317,CUST_0192,PROD_0049,2024-04-23,5,267.78,1338.9
ORD_000318,CUST_0224,PROD_0102,2023-05-27,2,182.36,364.72
ORD_000319,CUST_0367,PROD_0189,2024-03-09,4,225.11,900.44
ORD_000320,CUST_0113,PROD_0068,2022-06-12,4,36.76,147.04
ORD_000321,CUST_0321,PROD_0062,2024-11-24,8,258.85,2070.8
ORD_000322,CUST_0351,PROD_0070,2023-08-07,5,67.95,339.75
ORD_000323,CUST_0415,PROD_0069,2024-04-25,2,317.45,634.9
ORD_000324,CUST_0437,PROD_0018,2023-01-09,2,148.94,297.88
ORD_000325,CUST_0149,PROD_0029,2024-07-21,5,196.16,980.8
ORD_000326,CUST_0232,PROD_0070,2024-10-04,2,67.95,135.9
ORD_000327,CUST_0165,PROD_0005,2022-11-08,1,50.92,50.92
ORD_000328,CUST_0012,PROD_0048,2022-07-29,3,79.12,237.36
ORD_000329,CUST_0138,PROD_0033,2024-06-16,1,112.99,112.99
ORD_000330,CUST_0120,PROD_0024,2022-11-05,1,161.69,161.69
ORD_000331,CUST_0176,PROD_0108,2023-10-01,4,559.38,2237.52
ORD_000332,CUST_0191,PROD_0119,2022-03-06,3,158.52,475.56
ORD_000333,CUST_0042,PROD_0193,2022-10-27,1,191.24,191.24
ORD_000334,CUST_0137,PROD_0199,2024-03-14,1,206.95,206.95
ORD_000335,CUST_0279,PROD_0121,2023-01-07,2,47.8,95.6
ORD_000336,CUST_0459,PROD_0065,2024-02-21,1,200.97,200.97
ORD_000337,CUST_0063,PROD_0197,2023-05-25,4,160.7,642.8
ORD_000338,CUST_0395,PROD_0114,2023-05-22,1,14.55,14.55
ORD_000339,CUST_0102,PROD_0118,2022-07-12,5,156.21,781.05
ORD_000340,CUST_0341,PROD_0054,2024-08-26,4,356.32,1425.28
ORD_000341,CUST_0349,PROD_0080,2023-10-24,2,292.34,584.68
ORD_000342,CUST_0323,PROD_0187,2022-03-28,5,184.96,924.8
ORD_000343,CUST_0267,PROD_0032,2023-06-03,4,132.5,530.0
ORD_000344,CUST_0327,PROD_0077,2023-02-11,3,34.01,102.03
ORD_000345,CUST_0455,PROD_0014,2023-03-23,1,136.14,136.14
ORD_000346,CUST_0121,PROD_0163,2024-06-08,3,97.58,292.74
ORD_000347,CUST_0008,PROD_0043,2023-07-20,5,253.55,1267.75
ORD_000348,CUST_0062,PROD_0102,2023-05-13,1,182.36,182.36
ORD_000349,CUST_0497,PROD_0011,2024-08-31,5,385.97,1929.85
ORD_000350,CUST_0080,PROD_0096,2022-07-03,2,79.07,158.14
ORD_000351,CUST_0081,PROD_0128,2022-07-07,5,129.63,648.15
ORD_000352,CUST_0174,PROD_0195,2022-05-03,1,26.99,26.99
ORD_000353,CUST_0183,PROD_0166,2022-11-12,8,105.85,846.8
ORD_000354,CUST_0065,PROD_0125,2023-04-22,3,297.31,891.93
ORD_000355,CUST_0286,PROD_0166,2023-12-13,6,105.85,635.1
ORD_000356,CUST_0011,PROD_0177,2024-02-13,3,360.73,1082.19
ORD_000357,CUST_0371,PROD_0035,2023-05-29,1,327.3,327.3
ORD_000358,CUST_0249,PROD_0181,2024-06-15,5,323.11,1615.55
ORD_000359,CUST_0151,PROD_0139,2024-09-30,2,288.53,577.06
ORD_000360,CUST_0291,PROD_0048,2023-12-14,4,79.12,316.48
ORD_000361,CUST_0141,PROD_0154,2022-11-25,1,284.18,284.18
ORD_000362,CUST_0231,PROD_0076,2023-06-24,5,385.95,1929.75
ORD_000363,CUST_0188,PROD_0117,2022-01-02,5,279.62,1398.1
ORD_000364,CUST_0195,PROD_0188,2023-01-15,1,384.35,384.35
